"theta","vectors:0","vectors:1","vectors:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.12318,0.00033976,0.12286,0.99236,1,0.55944,0.55944,0,0
0.12364,0.00034896,0.12332,0.99231,1,0.56044,0.56044,0,0
0.1241,0.00035816,0.12377,0.99225,1,0.56144,0.56144,0,0
0.12456,0.00036736,0.12423,0.9922,1,0.56244,0.56244,0,0
0.12502,0.00037656,0.12469,0.99215,1,0.56344,0.56344,0,0
0.12548,0.00038576,0.12514,0.99209,1,0.56444,0.56444,0,0
0.12594,0.00039496,0.1256,0.99204,1,0.56543,0.56543,0,0
0.1264,0.00040416,0.12606,0.99198,1,0.56643,0.56643,0,0
0.12686,0.00041336,0.12651,0.99193,1,0.56743,0.56743,0,0
0.12732,0.00042256,0.12697,0.99188,1,0.56843,0.56843,0,0
0.12778,0.00043176,0.12743,0.99182,1,0.56943,0.56943,0,0
0.12824,0.00044096,0.12788,0.99177,1,0.57043,0.57043,0,0
0.1287,0.00045016,0.12834,0.99171,1,0.57143,0.57143,0,0
0.12916,0.00045936,0.1288,0.99166,1,0.57243,0.57243,0,0
0.12962,0.00046856,0.12925,0.99161,1,0.57343,0.57343,0,0
0.13009,0.00047971,0.12972,0.99155,1,0.57442,0.57442,0,0
0.13066,0.00049575,0.13028,0.99147,1,0.57542,0.57542,0,0
0.13122,0.0005118,0.13084,0.99139,1,0.57642,0.57642,0,0
0.13178,0.00052785,0.13139,0.9913,1,0.57742,0.57742,0,0
0.13234,0.0005439,0.13195,0.99122,1,0.57842,0.57842,0,0
0.13291,0.00055995,0.13251,0.99114,1,0.57942,0.57942,0,0
0.13347,0.000576,0.13306,0.99106,1,0.58042,0.58042,0,0
0.13403,0.00059205,0.13362,0.99098,1,0.58142,0.58142,0,0
0.13459,0.0006081,0.13418,0.9909,1,0.58242,0.58242,0,0
0.13516,0.00062415,0.13473,0.99082,1,0.58342,0.58342,0,0
0.13572,0.0006402,0.13529,0.99073,1,0.58442,0.58442,0,0
0.13628,0.00065625,0.13585,0.99065,1,0.58541,0.58541,0,0
0.13684,0.00067229,0.1364,0.99057,1,0.58641,0.58641,0,0
0.13741,0.00068834,0.13696,0.99049,1,0.58741,0.58741,0,0
0.13797,0.00070439,0.13752,0.99041,1,0.58841,0.58841,0,0
0.13853,0.00072044,0.13807,0.99033,1,0.58941,0.58941,0,0
0.13909,0.00073649,0.13863,0.99025,1,0.59041,0.59041,0,0
0.13966,0.00075254,0.13919,0.99017,1,0.59141,0.59141,0,0
0.14022,0.00076859,0.13974,0.99008,1,0.59241,0.59241,0,0
0.14078,0.00078464,0.1403,0.99,1,0.59341,0.59341,0,0
0.14134,0.00080069,0.14086,0.98992,1,0.5944,0.5944,0,0
0.14191,0.00081674,0.14141,0.98984,1,0.5954,0.5954,0,0
0.14247,0.00083278,0.14197,0.98976,1,0.5964,0.5964,0,0
0.14303,0.00084883,0.14253,0.98968,1,0.5974,0.5974,0,0
0.14359,0.00086488,0.14308,0.9896,1,0.5984,0.5984,0,0
0.14416,0.00088093,0.14364,0.98951,1,0.5994,0.5994,0,0
0.14472,0.00089698,0.14419,0.98943,1,0.6004,0.6004,0,0
0.14528,0.00091303,0.14475,0.98935,1,0.6014,0.6014,0,0
0.14584,0.00092908,0.14531,0.98927,1,0.6024,0.6024,0,0
0.14641,0.00094513,0.14586,0.98919,1,0.6034,0.6034,0,0
0.14697,0.00096118,0.14642,0.98911,1,0.6044,0.6044,0,0
0.14753,0.00097723,0.14698,0.98903,1,0.60539,0.60539,0,0
0.14809,0.00099327,0.14753,0.98894,1,0.60639,0.60639,0,0
0.14866,0.0010093,0.14809,0.98886,1,0.60739,0.60739,0,0
0.14922,0.0010254,0.14865,0.98878,1,0.60839,0.60839,0,0
