s, q, Energy
0.8, 0.3, 20.268274746975596
0.8, 0.4, 23.017922589057807
0.8, 0.5, 26.610096163996403
0.8, 0.6, 31.24942082781677
0.8, 0.7, 36.02493383433376
0.8, 0.8, 41.67048474745292
0.825, 0.3, 20.122042538583354
0.825, 0.4, 22.897678160569992
0.825, 0.5, 26.530489520763364
0.825, 0.6, 31.194496445779933
0.825, 0.7, 35.91389538594476
0.825, 0.8, 41.52285939132735
0.85, 0.3, 19.98473097929257
0.85, 0.4, 22.786902269826072
0.85, 0.5, 26.462454036461693
0.85, 0.6, 31.00576061134732
0.85, 0.7, 35.82158862514568
0.85, 0.8, 41.38650929393843
0.875, 0.3, 19.831141014071743
0.875, 0.4, 22.67928330810594
0.875, 0.5, 26.380385889088714
0.875, 0.6, 30.94873293347495
0.875, 0.7, 35.72342890662772
0.875, 0.8, 41.24205135203194
0.9, 0.3, 19.709205825128556
0.9, 0.4, 22.568641394387754
0.9, 0.5, 26.297143636468437
0.9, 0.6, 30.874681883871027
0.9, 0.7, 35.628901107666174
0.9, 0.8, 41.07269825911558
0.925, 0.3, 19.543298612384717
0.925, 0.4, 22.46719692913578
0.925, 0.5, 26.210809955176465
0.925, 0.6, 30.814229018106612
0.925, 0.7, 35.488922842771636
0.925, 0.8, 40.918043901389666
0.95, 0.3, 19.406433609129245
0.95, 0.4, 22.351048903014714
0.95, 0.5, 26.131702662047623
0.95, 0.6, 30.751069296019946
0.95, 0.7, 36.098015428607546
0.95, 0.8, 40.75614824233375
0.975, 0.3, 19.24332873589935
0.975, 0.4, 22.22955038761161
0.975, 0.5, 26.053245988159244
0.975, 0.6, 30.663835711438768
0.975, 0.7, 35.24769206997357
0.975, 0.8, 40.56245688252081
1.0, 0.3, 19.10992536335095
1.0, 0.4, 22.12814399812357
1.0, 0.5, 25.938523141097665
1.0, 0.6, 30.595502599028627
1.0, 0.7, 35.13714009341193
1.0, 0.8, 40.39231563523126
